Timestamp 	 Gender: 	 Age (years) 	 Country: 	 State: 	 City: 	 Education: 	 Education: 	 Do you have a relationship with any institution? 	 If so, what is the name of this institution? (optional) 	 Occupation: 	 Which of these is your main area (Grand Area)? 	 How many years have you been working in this area? 	 What is your sub-area? 	 Do you use open technologies in the research? 	 Do you know anyone who uses open technologies in research? 	 Do you know of any initiative or equipment that is open source and developed for laboratory use? 	 How do you perceive access to research equipment within your institution? 	 If you consider that there are difficulties related to access to the equipment, in your opinion, what would be the biggest barrier? 	 Could you in a few words tell us the reason? 	 Which equipment (s) does your laboratory most use / need? 	 Has any project ever had to be changed due to lack of access to equipment? 	 If so, which equipment caused the design change? 	 If there has been a project change at the time of execution due to lack of access to the equipment, what is the reason? 	 If you could buy new equipment for the lab today, and money was not a problem, what equipment would it be? 	 Do you consider the option to acquire equipment of new brands feasible? 	 Have you had the opportunity to test new brand equipment? 	 If you have already tested new brand products, you did it because 	 Would you like to have access to test equipment for new and low-cost brands?	
8/27/2018 10:14:36 ​​	 Male 	32	 Brazil 	 Minas Gerais 	 Belo Horizonte 	 Post Doctoral 	 Biomedical 	 Yes, public institution 	 UFMG 	 Researcher, Professor 	 Biology 	 11 - 15 	 Tissue macroenvironment 	 Yes 	 Yes 	 Partially satisfactory 	 Many researchers and few equipment 					 Equipment unavailable (other reasons besides breaking) 	 3i Lived 	 Yes 	 Yes 	 For the need to establish new protocols and / or experiments in the laboratory 	 Yes		
8/27/2018 11:58:39 	 Female 	40	 Brazil 	 BA 	 Salvador 	 PhD 	 Veterinary Medicine 	 Yes, public institution 		 Professor 	 Microbiology 	 11 - 15 	 Mycology 	 Do not know answer 	 Do not know answer 	 No 	 Unsatisfactory 	 Certain types of equipment are not available 	 Lack of collaboration between laboratories 		 Yes 	 Rotaevaporator and lyophilizer 	 Equipment unavailable (other reasons than break) 	 Laminar flow hood 	 Yes 	 No 			
8/27/2018 12:20:05 	 Male 	63	 Brazil 	 santa catarina 	 fln 	 Doctorate 	 educator 	 No 		 Professor 	 Education 	 36 - 40 		 Do not know answer 	 Do not know answer 		 Partially satisfactory 	 Certain types of equipment is not available 			 I am not aware 		 For existing equipment failure and maintenance delay 		 Maybe 	 No 			
8/27/2018 14:46:05 	 Female 	37	 Brazil 	 Rio de Janeiro 	 Niterói 	 Post Doc 	 Pharmaceutical 	 Yes, public institution 	 Fluminense Federal University 	 Researcher, Professor 	 Chemistry 	 06 - 10 	 Organic Synthesis 	 Yes 	 Yes 		 Partially satisfactory 	 Delay in maintenance / repair of existing equipment 		 RMN and HRMS 	 No 		 No change in the research project was required due to missing or broken equipment 	 CG-MS 	 Maybe 	 No 			
8/27/2018 14:51:02 	 Female 	36	 Brazil 	 SP 	 Campinas 	 PhD 		 Yes, public institution 	 Unicamp 	 Professor 	 Chemistry 	 16 - 20 		 Yes 	 Yes 		 Unsatisfactory 	 Many researchers and few equipment 			 Yes 		 Due to breakage of existing equipment and delay in maintenance, Equipment unavailable (other reasons than break) 		 Yes 	 Yes 	 For the brand to have been recommended 	 Yes	
8/27/2018 16:00:50 	 Female 	36	 Brazil 	 Sao Paulo 	 Arujá 	 PhD 	 Biology 	 No 		 Administrative Professional 	 Biology 	 16 - 20 	 Cell Biology 	 Do not know answer 	 Yes 	 No 	 Unsatisfactory 	 Delay in maintenance / repair of existing equipment 		 thermocycler 	 I am not aware 		 result of experiment changed design 	 sequencer of new generation 	 Yes 	 Yes 	 For the need to establish new protocols and / or experiments in the laboratory 	 Yes	
8/27/2018 16:30:40 	 Female 	32	 Brazil 	 RJ 	 Campos dos Goytacazes 	 Masters 	 Biologists 	 Yes, public institution 	 UENF 	 Student 	 Biology 	 11 - 15 	 Bioinformatics and Epigenetics 	 Yes 	 Yes 	 programming software (R language) 	 Partially satisfactory 	 Certain types of equipment are not available 	 The lack of money ends up reducing the acquisition and / or maintenance of equipment, in this way, those equipment still in operation has the restricted use, which prevents the comprehensive research development. 	 sequencer, server, computers 	 Yes 	 Access to server and use of DNA sequencer 	 Equipment unavailable (other reasons besides break) 	 server 	 Yes 	 No 	 		
8/27/2018 16:34:36 	 Female 	31	 Brazil 	 Rio de Janeiro 	 niterói 	 Masters 	 Ecology 	 Yes, public institution 	 UENF / CEDERJ 	 Student 	 Biology 	 06 - 10 	 Fish Ecology (reproduction, behavior) 	 Yes 	 Yes 	 Prometheus Science 	 I prefer not to give the opinion of the moment 	 Delay in maintenance / repair of the existing equipment 								 No 			
8/27/2018 16:50:58 	 Female 	37	 Brazil 	 Rio de Janeiro 	 Rio de Janeiro 	 PhD 	 Biologist 	 No 	 JBRJ Research Institute 	 Student, Researcher 	 Biology 	 11 - 15 	 Conservation of the environment marine 	 Yes 	 Yes 	R project 	 Partially satisfactory 	 Certain types of equipment are not available 		 Statistical software, greenhouse, scuba diving equipment, freezer, microtome ... 	 Yes 	 spectrophotometer 	 Despite difficulties with equipment, it was not necessary change any project because we have collaborators equipment 	 spectrophotometer 	 Maybe 	 No 			
8/27/2018 16:51:00 	 Male 	44	 Brazil 	 Rio de Janeiro 	 Rio de Janeiro 	 Undergraduate - Bachelor, Specialization 	 biologist 	 Yes, public institution 	 SEEDUC 	 Professor 	 Biology 	 11 - 15 	 bioinformatics; molecular biology 	 Yes 	 Yes 	 no 	 Unsatisfactory 	 Certain types of equipment are not available 	 A good part of the circuits are not easy to find 	 Thermocycler 	 Yes 		 Change in planning moment 	 the issue is often not the equipment but the reagents. 	 Yes 	 Yes 	 Being the only mark currently available 	 Yes	
8/27/2018 17:20:27 	 Male 	47	 Brazil 	 Rio de Janeiro 	 São Gonçalo 	 Specialization 	 Theology 	 No 	82924812	 Researcher 	 Education 	 06 - 10 		 Yes 	 I do not know how to answer 		 Partially satisfactory 	 Many researchers and few equipment 			 I do not know 		 Equipment unavailable (other reasons besides breaking) 		 Maybe 	 No 			
8/27/2018 17:41:14 	 Female 	41	 Brazil 	 MS 	 Campo Grande 	 PhD 	 Biology 	 Yes, public institution 	 UFMS 	 Professor 	 Biology 	 16 - 20 	 Microbiology 	 Yes 	 Yes 		 Partially satisfactory 	 It takes time to maintain / repair existing equipment 		 Laminar flow, centrifuges, greenhouses 	 I do not know 		 Despite difficulties with equipment, it was not necessary to change any project because we have equipment of collaborators 	 refrigerated centrifuge 	 Maybe 	 Yes 	 Because it is the only one brand currently available 	 Yes	
8/27/2018 18:22:12 	 Female 	50	 Brazil 	 Rio de Janeiro 	 Volta Redonda 	 Masters 	 Biological Sciences 	 Yes, public institution 	 Barra Mansa City Hall / MICInense 	 Professor 	 Education 	 11 - 15 	 Physics 	 No 	 No 	 Not 	 Not satisfactory 	 Certain types of equipment are not available 		 Microscopes, telescopes, magnifiers 	 Yes 	 Stereomicroscopes 	 Breakage of existing equipment and delay in maintenance 	 	-ray stereomicroscopes Yes 	 No 			
8/27/2018 21:02:44 	 Female 	26	 Brazil 	 Minas Gerais 	 VIÇOSA 	 Masters 	 Biochemistry 	 No 		 Student 	 Biology 	 06 - 10 	 Microbiology 	 Yes 	 Yes 	 No 	 Partially satisfactory 	 Delay in maintenance / repair of existing equipment 		 Shaker, Chromatograph, Centrifuge, Thermocycler 	 I am not aware 		 For existing equipment failure and maintenance delay 	 Shaker 	 Yes 	 Yes 	 For the brand to have been recommended 	 Yes	
8/27/2018 21:41:33 	 Female 	28	 Brazil 	 São Paulo 	 Campinas 	 PhD 	 Veterinary Medicine 	 Yes, public institution 	 UNICAMP 	 Researcher 	 Health 	 06 - 10 	 Zoonoses and Public Health 	 Yes 	 Yes 	 No 	 Unsatisfactory 	 Many researchers and few equipment 		 Thermocycler 	 No 		 Despite difficulties with equipment, it was not necessary to change any project because we have equipment of collaborators 	 Sequencer 	 Yes 	 No 			
8/27/2018 23:32:55 	 Male 	36	 Brazil 	 MG 	 Inconfidents 	 PhD 	 Degree in Biological Sciences 	 Yes, public institution 	 IFSULDEMINAS 	 Professor 	 Biology 	 11 - 15 	 EDUCATIONAL TECHNOLOGY 	 Yes 	 Yes 	 ARDUINO, REMOTE LABORATORIES 	 Partially satisfactory 	 Delay in maintenance / repair of existing equipment 		 Laboratory of Cell Biology / Genetics 	 Yes 	 Thermocycler / Microscope 	 Equipment unavailable (other reasons besides break) 	 Thermocycler / Inverted Microscope 	 Yes 	 Yes 	 a more affordable price 	 Yes	
8/27/2018 23:53:58 	 Female 	23	 Brazil 	 Rio de Janeiro 	 Itaperuna 	 Elementary, High School, Technician or Technologist, Undergraduate - Undergraduate, In progress 	 Chemistry Technician 	 Yes, public institution 	 UENF 	 Student 	 Biology 	 01 - 05 		 I do not know how to answer 	 I do not know how to answer 	 I do not know 	 Not satisfactory 	 Delay in maintenance / repair of existing equipment 		 Microscope 	 Yes 	 Microscope 	 Equipment unavailable (other reasons besides breaking) 	 Microscopes, 	 Maybe 	 No 			
8/28/2018 2:30:17 	 Male 	26	 Brazil 	 Pernambuco 	 Santo Antão Victory 	 Undergraduate - Undergraduate, In progress 	 Biological Sciences 	 No 		 Student, Researcher 	 Biology 	 01 - 05 	 Genotoxicity 	 No 	 No 	 No 	 Unsatisfactory 	 Certain types of equipment are not available 	 Lack of government investment 	 Many 	 I am not aware 				 Yes 	 No 			
8/28/2018 4:54:41 	 Female 	28	 Brazil 	 Rio de Janeiro 	 Rio de Janeiro 	 PhD, Ongoing 	 Biomedical 	 Yes, public institution 	 Federal University of Rio de Janeiro 	 Student 	 Biology 	 11 - 15 	 Pharmacology 	 Yes 	 Yes 	 Sci Hub 	 Unsatisfactory 	 Equipment for exclusive use and not multi-user 		 Behavioral devices, spectrophotometer, thermocycler 	 No 		 Despite difficulties with equipment, it was not necessary to change any project because we have equipment of collaborators 	 Liquid phase scintillator 	 Maybe 	 No 			
8/28/2018 15:01:51 	 Female 	27	 Brazil 	 Amazonas 	 Manaus 	 PhD, Ongoing 	 BIOLOGICAL SCIENCES 	 Yes, public institution 	 UNIVERSITY OF THE STATE OF AMAZONAS 	 Student 	 Biology 	 01 - 05 	 PARASITOLOGY 	 Yes 	 Yes 	 NO 	 Satisfactory 	 Certain types of equipment are not available 	 ACCESS TO LABORATORY 	 MICROSCOPE 	 No 		 Equipment unavailable (other reasons apart from breakage) 	 ELECTRONIC MICROSCOPE 	 Yes 	 No 			
8/28/2018 18:15:05 	 Female 	33	 Brazil 	 MINAS GERAIS 	 UBERABA 	 Undergraduate - In Progress 	 GENETIC IMPROVEMENT 	 No 			 Biology 		 CELLULAR BIOLOGY 	 Do not know answer 	 Do not know answer 	 NO 	 Unsatisfactory 	 Some types of equipment are not available 	 SOME EQUIPMENTS ARE OF A HIGHEST COST AND I BELIEVE THAT YOU ARE UNAVAILABLE TO FEDERAL UNIVERSITIES. 	 DO NOT REMEMBER. 	 Yes 	 DO NOT REMEMBER. 	 Equipment unavailable (other reasons besides breaking) 	 MICROSCOPE WITH DIGITAL CAMERA, 3D PRINTER, AMONG OTHERS. 	 Yes 	 Yes 	 Looking for a more affordable price 	 Yes	
8/29/2018 0:25:50 	 Female 	22	 Brazil 	 São Paulo 	 São Paulo 	 Undergraduate - Baccalaureate, In progress 	' Biotechnology Engineering (Bachelor''s Degree) '	 Yes, public institution 	 UNESP 	 Student 	 Biology 	 01 - 05 	 Animal and Human Reproduction 	 Yes 	 Yes 	 BioMark 	 Partially satisfactory 	 Certain types of equipment are not available 	 The blatant lack of funds for public research in the country implies that it is not possible to perform the proper maintenance of the equipment and with this, the disuse in a short period of time. In addition, there are several researchers using the same equipment, often without proper supervision or monitoring. Consequently, it is faster to disable it. 	 Incubator with control of oxygen and carbon dioxide, magnifying glasses, microscopes, centrifuges, water bath, vortex. 	 Yes 	 Inverted microscope 	 By breaking existing equipment and delayed maintenance 	 Incubator with control of oxygen and carbon dioxide, inverted microscope, magnifying glass. 	 Maybe 	 No 	 		
8/29/2018 4:14:26 	 Female 	37	 Brazil 	 BAHIA 	 SANTANA FAIR 	 Masters, in progress 	 BIOLOGICAL SCIENCE 	 Yes, public institution 	 UFRB 	 Professional of the administrative area 	 Chemistry 	 06 - 10 	 BIOCHEMISTRY, CHEMISTRY AND BIOLOGY 	 Yes 	 Yes 	 YES 	 Satisfactory 			 SPECTROPHOTOMETER, DISTILLER AND CENTRIFUGER. 	 I do not know 	 	 	 EQUIPMENT TO REPLACE THE DISTILLER. 	 Yes 	 Yes 	 For the need to establish new protocols and / or experiments in the laboratory 	 Yes	
8/30/2018 11:38:06 	 Female 	28	 Brazil 	 MT 	 Cuiabá 	 PhD, Ongoing 	 Biologist 	 Yes, public institution 		 Student 	 Biology 	 06 - 10 	 Ecology and genetics 	 Yes 	 Yes 	 Only articles 	 Not satisfactory 	 Delay in maintenance / repair of existing equipment 		 Thermocycler, reverse osmosis, spectrophotometer, greenhouse, water bath 	 Not known 		 Equipment unavailable (other reasons besides break) 	 Reverse osmosis and pipettes 	 Maybe 	 No 			
8/30/2018 19:45:33 	 Female 	46	 Brazil 	 mato grosso do sul 	 campo grande 	 PhD 	 Biological sciences 	 Yes, public institution 	 UFMS 	 Professor 	 Biology 	 21 - 25 	 Environmental pollution 	 Yes 	 Yes 	 Unsatisfactory 	 Delay in maintenance / repair of existing equipment 		 CG-MS, HPLC-MS 	 Yes 	 CG-MS 	 Breakage of existing equipment and maintenance delay 	 CG-MS and HPLC-MS 	 Yes 	 No 				
8/31/2018 5:43:52 	 Female 	40	 Brazil 	 RJ 	 Rio das Ostras 	 Graduation - Undergraduate 	 pedagogue 	 No 		 Professor 	 Education 	 06 - 10 	 Educational Process 	 Do not know answer 	 Do not know answer 	 I do not know 	 Partially satisfactory 	 Delay in maintenance / repair of existing equipment 		 More advanced technologies 	 I have no knowledge 	 no 	 Why break existing equipment and maintenance delay 	 Computers and projectors with more advanced technology 	 Yes 	 Yes 	 Looking for a cheaper price accessible 	 Yes	
9/4/2018 18:13:39 	 Male 	50	 Brazil 	 RJ 	 Campos dos Goytacazes 	 PhD 	 Biologist 	 Yes, public institution 	 UENF 	 Researcher, Professor 	 Biology 	 26 - 30 	 Cell Biology 	 Yes 	 No I know answer 	 not 	 Not satisfactory 	 Certain types of equipment are not available 	 Access and maintenance difficulty 	 Electronic microscope 	 No 		 Despite difficulties with equipment, it was not necessary to change any project because we have collaborators equipment 	 Ultramicrotome 	 Yes 	 No 			
9/8/2018 16:15:49 	 Male 	33	 Brazil 	 Rio de Janeiro 	 Rio de Janeiro 	 PhD 	 Biological Science 	 Yes, public institution 	 Federal University of Rio de Janeiro 	 Professor 	 Biology 	 11 - 15 	 Biochemistry 	 Yes 	 Yes 	 GPower for statistical calculations; ImageJ for image analysis 	 Partially satisfactory 	 Delay in maintenance / repair of existing equipment 	 	 Thermocycler for real-time PCR; ELISA plate reader 	 No 	 	 	 ELISA plate reader 	 Yes 	 Yes 	 Looking for a more affordable price 	 Yes	
9/8/2018 17:43:08 	 Female 	50	 Brazil 	 Rio de Janeiro 	 Rio de Janeiro 	 PhD 	 pharmacy 	 Yes, public institution 	 ufrj 	 Professor 	 Pharmacy 	 16 - 20 	 pharmacokinetics 	 Yes 	 Yes 		 Unsatisfactory 	 Certain types of equipment are not available 	A purchase was exclusive for a teacher and his team 	 dissolver, particle analyzer 	 Yes 	 particle analyzer 	 Equipment unavailable (other reasons besides break) 		 Yes 	 No 			
9/8/2018 20:09:31 	 Female 	43	 Brazil 	 Rio de Janeiro 	 Rio de Janeiro 	 PhD 	 Biochemistry 	 Yes, public institution 	 Federal University of Rio de Janeiro 	 Professor 	 Pharmacy 	 06 - 10 	 Biochemistry 	 Yes 	 Yes 	 No. 	 Unsatisfactory 	 Delay in maintenance / repair of existing equipment 	 	 Fluorimeter, calorimeter 	 Yes 	 Infrared 	 Breakage of existing equipment and maintenance delay 	 Spectrophotometer 	 Yes 	 Yes 	 Looking for a more affordable price 	 Yes	
9/9/2018 13:10:27 	 Female 	39	 Brazil 	 RJ 	 Maricá 	' Undergraduate - Bachelor''s, Master''s, Doctorate, Ph.D. in Pharmaceutical Technology '	 PhD in Biosciences - Cell Biology area 	 Yes, institution public 	 UFRJ 	 Researcher, Professor 	 Biology 	 11 - 15 	 Cell Biology - Cell Culture 	 Yes 	 Do not know answer 	 do not know answer 	 Not satisfactory 	 Certain types of equipment are not available 	 There are fiefdoms in the university and the equipment that should being for common use is only available to close or affiliated employees without the existence of multiuser. the sites that exist are paid and not free platforms for the purpose of maintenance and repair of the equipment, which is a way to keep it open, but that on the other hand makes it unfeasible for researchers who do not have funds for their research . 	 scanning microscopes, transmission, fluorescence, particle size, autoclave, spray drier; HPLC / masses. 	 Yes 	 drier spray; HPLC 	 Equipment unavailable (other reasons besides break) 	 HPLC 	 Yes 	 Yes 	 Looking for a more affordable price 	 Yes	
9/9/2018 15:15:46 	 Male 	41	 Brazil 	 RJ 	 Rio de Janeiro 	 PhD 	 Biomedicine 	 Yes, public institution 	 Federal University of Rio de Janeiro 	 Professor 	 Education 	 11 - 15 	 Education 	 Yes 	 No 	 No 	 Partially satisfactory 	 Investigators control the use of equipment 		 Computer, software, film equipment 	 Yes 	 Miscellaneous equipment for filming 	 Equipment unavailable (other reasons than break) 	 Reflector; editing island 	 Yes 	 No 	 		
9/9/2018 17:38:20 	 Female 	32	 Brazil 	 Rio de Janeiro 	 Rio de Janeiro 	 PhD 	 Biologist 	 Yes, public institution 	 UFRJ 	 Researcher, Professor 	 Chemical Engineering 	 11 - 15 	 Biotechnology 	 No I know answer 	 No 	 No 	 Unsatisfactory 	 Certain types of equipment are not available 	 High demand ends up compromising access to all; Many do not have collective maintenance, which makes it difficult for a large number of researchers to use the equipment in an open way. 	 HPLC 	 No 	 	 	 CG-MS, 	-mass-coupled HPLC Yes 	 Yes 	 Looking for a more affordable price 	 Yes	
9/10/2018 19:16:18 	 Female 	41	 Brazil 	 Rio de Janeiro 	 Rio de Janeiro 	 PhD 	 Biology 	 Yes, public institution 	 ufrj 	 Professor 	 Health 	 16 - 20 	 microbiology 	 Do not know answer 	 I do not know how to respond 	 no 	 Partially satisfactory 	 Delay in maintenance / repair of existing equipment 		 flow cytometer, centrifuges 	 No 		 No change in research design was required by lack or breakdown of equipment 	 eppendorf centrifuge 	 Yes 	 No 			
9/14/2018 0:10:41 	 Female 	46	 Brazil 	 São Paulo 	 São Paulo 	 Technician or Technologist, Undergraduate - Bachelors Degree, In progress 	 Polymer Technologist 	 Yes, public institution 	 Fatec East Zone 	 Student 		 16 - 20 	 polymer search 	 Do not know answer 	 Do not know answer 	 No 	 Partially satisfactory 	 Delay in maintenance / repair of existing equipment 		 DSC, SEM, Microscope 	 Yes 	 DSC 	 Equipment unavailable (other reasons besides break) 	 DSC 	 Yes 	 No 			
9/20/2018 19:50:51 	 Female 	21	 Brazil 	 Rio Grande do Sul 	 Caxias do Sul 	' Undergraduate - Bachelor''s Degree, In progress '	 Chemical Engineering 	 Yes, private institution 	 Ecocerta environmental analysis 	 Professional of the operational area 	 Chemistry 	 01 - 05 	 Environmental analysis 	 Yes 	 Yes 	 No 	 Partially satisfactory 	 Delay in maintenance / repair of existing equipment 		 Chromatographs 	 No 		 Despite difficulties with equipment, it was not necessary to change any project because we have equipment of collaborators 	 Icp-ms 	 Maybe 	 No 			
